"144286";"Sophia Antipolis";"VERNIER Virgil";"KAZAK PRODUCTIONS";1030537;"fiction";"2017"
"146184";"Souffle bleu";"AREIAS Rodrigo";"GLADYS GLOVER FILMS";360114;"docu";"2017"
"146222";"Stasis";"KVEDARAVICIUS Mantas";"ROUGE INTERNATIONAL";1148520;"fiction";"2017"
"144673";"Submergence";"WENDERS Wim";"BACKUP STUDIO";13237553;"fiction";"2017"
"146280";"Sujet libre";"THEODORAKIS Stella";"ARIZONA PRODUCTIONS";605725;"fiction";"2017"
"139218";"Sun";"DESOINDRE Jonathan";"LES PRODUITS FRAIS ET ROUGE INTERNATIONAL";2117140;"fiction";"2017"
"146855";"Sunset";"NEMES Laszlo";"FD PRODUCTION ";8929320;"fiction";"2017"
"135432";"Synonymes";"LAPID Nadav";"SBS FILMS";2920602;"fiction";"2017"
"147263";"Taxi 5";"GASTAMBIDE Franck";"TS PRODUCTION";20393932;"fiction";"2017"
"147333";"Tel Aviv on fire";"ZOABI Sameh";"TS PRODUCTIONS";2694655;"fiction";"2017"
"144513";"The captain";"SCWENTKE Robert";"ALFAMA FILMS PRODUCTION";4816481;"fiction";"2017"
"145571";"The devil outside";"HULME Andrew";"THE JOKERS FILMS";1941248;"fiction";"2017"
"146374";"The Dishwasher";"GUEZ Jeremie";"ATCHAFALAYA FILMS ET LABYRINTHE FILMS";2615538;"fiction";"2017"
"145736";"The load";"GLAVONIC Ognjen";"CINÉMA DEFACTO";545348;"fiction";"2017"
"100629";"The man who killed Don Quixote";"GILLIAM Terry";"KINOLOGY";15604804;"fiction";"2017"
"147483";"The mercy of the jungle";"KAREKEZI Joel";"TACT PRODUCTION";837547;"fiction";"2017"
"147090";"Todos lo saben";"FARHADI Asghar";"MEMENTO FILMS PRODUCTION";9975000;"fiction";"2017"
"144294";"Tout là-haut";"HAZANAVICIUS Serge";"MY FAMILY ET ROUGE INTERNATIONAL";10424395;"fiction";"2017"
"146375";"Tout le monde debout";"DUBOSC Franck";"GAUMONT";10023312;"fiction";"2017"
"145083";"Tout l'or du monde";"CACCIA Andrea";"PICOFILMS";367532;"docu";"2017"
"145974";"Train de vies";"VECCHIALI Paul";"DIALECTIK";130000;"fiction";"2017"
"146116";"Transit";"PETZOLD Christian";"NÉON PRODUCTIONS";4245387;"fiction";"2017"
"121662";"Traversée (La)";"MIAILHE Florence";"LES FILMS DE L'ARLEQUIN ET XBO FILMS";3062852;"anim";"2017"
"145373";"Tremblements";"BUSTAMANTE Jayro";"TU VAS VOIR";1196585;"fiction";"2017"
"145863";"Tristes Monroes";"SCHMIDT Daniel / ABRANTES Gabriel";"LES FILMS DU BÉLIER";1310810;"fiction";"2017"
"147145";"Trois jours à Quiberon";"ATEF Emily";"SOPHIE DULAC PRODUCTIONS";3475206;"fiction";"2017"
"147278";"Tuche 3 (Les) ";"BAROUX Olivier";"ESKWAD ET PATHÉ FILMS";13093877;"fiction";"2017"
"146181";"Un amour impossible";"CORSINI Catherine";"CHAZ PRODUCTIONS";7517512;"fiction";"2017"
"147565";"Un autre monde";"BRIZE Stéphane";"NORD-OUEST FILMS";4185165;"fiction";"2017"
"146341";"Un beau soleil intérieur (ex Des lunettes noires)";"DENIS Claire";"CURIOSA FILMS";2978282;"fiction";"2017"
"144627";"Un couteau dans le cœur";"GONZALEZ Yann";"CHARLES GILLIBERT CG CINÉMA";3040207;"fiction";"2017"
"124503";"Un dans l'autre (L')";"CHICHE Bruno";"VENDÔME PRODUCTION";5003855;"fiction";"2017"
"142557";"Un homme pressé";"MIMRAN Hervé";"ALBERTINE PRODUCTIONS";7992745;"fiction";"2017"
"146426";"Un merveilleux couple";"TADDICKEN Sven";"ARSAM INTERNATIONAL";2040000;"fiction";"2017"
"134944";"Un peuple et son roi";"SCHOELLER Pierre";"ARCHIPEL 35";16899086;"fiction";"2017"
"126318";"Un profil pour deux (ex #Flora 63)";"ROBELIN Stephane";"ICI & LA PRODUCTIONS";4450655;"fiction";"2017"
"145370";"Une histoire de l'art";"BERNARD Lucas";"LES GRANDS ESPACES FILMS";2958391;"fiction";"2017"
"142572";"Une jeunesse sauvage";"CARPENTIER Frederic";"MADELEINE FILMS";2064634;"fiction";"2017"
"145586";"Une part d'ombre";"TILMAN Samuel";"GOOD FORTUNE FILMS ET URBAN FACTORY";1444390;"fiction";"2017"
"147771";"Usine (L')";"BYKOV Yuri";"KINOVISTA";1208259;"fiction";"2017"
"146915";"Vent tourne (Le)";"OBERLI Bettina";"SILEX";4311563;"fiction";"2017"
"144724";"Vert désert";"DROUET François-Xavier";"L'ATELIER DOCUMENTAIRE";337662;"docu";"2017"
"145696";"Vie mode d'emploi (La)";"ALMENDRAS Alejandro Fernandez";"ARIZONA PRODUCTIONS";550000;"fiction";"2017"
"131928";"Vierges";"BEN RAFAEL Keren";"AVENUE B PRODUCTIONS";886369;"fiction";"2017"
"147177";"Vieux fourneaux (Les)";"DUTHURON Christophe";"RADAR FILMS ET EGÉRIE PRODUCTIONS";5874561;"fiction";"2017"
"145017";"Vigile";"BENSAIDI Faouzi";"BARNEY PRODUCTION";759564;"fiction";"2017"
"142499";"Volontaire";"FILLIERES Helene";"ALBERTINE PRODUCTIONS ET GAUMONT";4297153;"fiction";"2017"
"145283";"Voyage d'Ailo (Le)";"MAIDATCHEVSKY Guillaume";"BORSALINO PRODUCTIONS";2829918;"docu";"2017"
"147225";"Voyez comme on danse";"BLANC Michel";"LES FILMS DU 24";8926380;"fiction";"2017"
"146055";"Wajib";"JACIR Annemarie";"JBA PRODUCTION";889830;"fiction";"2017"
"146107";"Yemma";"BOUKHITINE Lyèce";"COMIC STRIP PRODUCTION";196331;"docu";"2017"
"143635";"Dans la tête d'Alain Ducasse";"DE MAISTRE Gilles";"OUTSIDE FILMS";1040320;"docu";"2016"
"143979";"Dans les pas de Trisha Brown";"REBOIS Marie-Helene";"KALEO FILMS";265346;"docu";"2016"
"144087";"Demain tout commence";"GELIN Hugo";"VENDOME PRODUCTION";17540562;"fiction";"2016"
"144358";"Dérive d'un été";"BRAGARD Magali / ENJOLRAS Severine";"SURVIVANCE";182503;"docu";"2016"
"144713";"Dernières nouvelles du cosmos";"BERTUCCELLI Julie";"LES FILMS DU POISSON";398294;"docu";"2016"
"143473";"Deux Rémi, deux";"LEON Pierre";"FERRIS & BROCKMAN";176521;"fiction";"2016"
"143497";"Diamond Island";"CHOU Davy";"AURORA FILMS";905873;"fiction";"2016"
"144839";"Diane a les épaules";"GORGEART Fabien";"PETIT FILM";2140358;"fiction";"2016"
"141788";"Dieudamné";"KRAMSKI Kris";"SERCA SOCIETE D'ETUDES ET DE REALISATION CHIMIQUE ET ARTISTIQUE";5077;"fiction";"2016"
"143646";"Dilili à Paris";"OCELOT Michel";"NORD-OUEST FILMS";6660221;"anim";"2016"
"143858";"Divan du monde (Le)";"DE PAUW Swen";"SEPPIA";290360;"docu";"2016"
"142191";"Django Melodies";"COMAR Etienne";"CURIOSA FILMS";8804249;"fiction";"2016"
"145410";"Douleur (La)";"FINKIEL Emmanuel";"LES FILMS DU POISSON";6563754;"fiction";"2016"
"128962";"Dream Team (La)";"SORRIAUX Thomas";"SOURCE FILMS";6821311;"fiction";"2016"
"128133";"Drôles de petites bêtes";"KRINGS Antoon / BOURON Arnaud";"ONYX FILMS";8550794;"anim";"2016"
"145436";"Drôles d'oiseaux";"JUGNOT Gérard";"LES FILMS DU 24";8637830;"fiction";"2016"
"144610";"Embrasse moi";"VIAL Cyprien / MICHEL Oceane";"NOLITA CINEMA";3747369;"fiction";"2016"
"143642";"Entre les frontières";"MOGRABI Avi";"LES FILMS D'ICI";474824;"docu";"2016"
"143502";"Espèces menacées";"BOURDOS Gilles";"LES FILMS DU LENDEMAIN";3596431;"fiction";"2016"
"143276";"Et derrière moi une cage vide";"ARDANT Fanny";"ALFAMA FILMS PRODUCTION";1869047;"fiction";"2016"
"142474";"Etoile du jour (L')";"BLONDY Sophie";"HELOISE FILMS";1599033;"fiction";"2016"
"139872";"Evolution";"HADZIHALILOVIC Lucile";"LES FILMS DU WORSO";2400135;"fiction";"2016"
"145211";"Ex (Les)";"BARTHELEMY Maurice";"RADAR FILMS";5800930;"fiction";"2016"
"144280";"Exotica, Erotica, Etc.";"KRANIOTI Evangelia";"AURORA FILMS";93953;"docu";"2016"
"137631";"Fameuse invasion de la Sicile par les ours (La)";"MATTOTI Lorenzo";"PRIMA LINEA PRODUCTIONS";12031501;"anim";"2016"
"144997";"Fantômes d'Ismaël (Les)";"DESPLECHIN Arnaud";"WHY NOT PRODUCTIONS";5904998;"fiction";"2016"
"142760";"Félicité";"GOMIS Alain";"ANDOLFI";1042052;"fiction";"2016"
"144176";"Femme de mon oncle grec (La)";"DUMAS Sandrine";"PIO & CO";220850;"docu";"2016"
"145352";"Fête est finie (La)";"GAREL WEISS Marie";"ELZEVIR FILMS";1215637;"fiction";"2016"
"138213";"Filles de Reims (Les)";"HALLARD Julien";"LES FILMS VELVET";4015773;"fiction";"2016"
"143600";"Filles du feu";"BRETON Stephane";"QUARK PRODUCTIONS";184852;"docu";"2016"
"136557";"Forêt des Quinconces (La)";"LEPRINCE-RINGUET Gregoire";"ALFAMA FILMS PRODUCTION";377501;"fiction";"2016"
"137456";"Funan";"DO Denis";"LES FILMS D'ICI";5055789;"anim";"2016"
"139635";"Game girls";"SKRZESZEWSKA Alina";"FILMS DE FORCE MAJEURE";417847;"docu";"2016"
"142311";"Gangsterdam";"LEVY Romain";"LES PRODUCTIONS DU TRESOR";13522622;"fiction";"2016"
"141003";"Garçon manqué";"MADANI Nawell / COLBEAU-JUSTIN Ludovic";"LGM CINEMA";3824573;"fiction";"2016"
"145226";"Gaspard va au mariage";"CORDIER Antony";"AGAT FILMS ET CIE";3070803;"fiction";"2016"
"143846";"Georges et mavie";"GIRARD Elise";"KINOELEKTRON";511864;"fiction";"2016"
"145089";"Grand bal (Le)";"CARTON Laetitia";"SANOSI PRODUCTIONS";640880;"docu";"2016"
"124935";"Grand froid";"PAUTONNIER Gerard";"ELZEVIR FILMS";3994823;"fiction";"2016"
"144002";"Grand saut (Le)";"TOLEDANO Eric / NAKACHE Olivier";"QUAD+TEN";14850870;"fiction";"2016"
"142293";"Gueule du loup (La)";"SEGUR Jerome";"ZED ZOOETHNOLOGICAL DOCUMENTARIES";316052;"docu";"2016"
"141019";"H4-93";"AYACHE-VIDAL Olivier";"L'ATELIER DE PRODUCTION";3304587;"fiction";"2016"
"143805";"Happy end";"HANEKE Michael";"LES FILMS DU LOSANGE";12034009;"fiction";"2016"
"143619";"Hérétique (L')";"NION Didier";"LES PRODUCTIONS BALTHAZAR";1815445;"fiction";"2016"
"142564";"Hommes du feu (Les)";"JOLIVET Pierre";"2 4 7 FILMS";5834478;"fiction";"2016"
"135517";"Il a déjà tes yeux";"JEAN BAPTISTE Lucien";"NOLITA CINEMA";5904179;"fiction";"2016"
"139090";"Indivision";"KILANI Leila";"I2MIND";1596507;"fiction";"2016"
"128345";"Insight";"MENNEGUN Cyril";"UNITE DE PRODUCTION";880053;"fiction";"2016"
"144359";"Insulte (L')";"DOUEIRI Ziad";"TESSALIT PRODUCTIONS";2405039;"fiction";"2016"
"143299";"Invitation (L')";"COHEN Michaël";"NOLITA CINEMA";2946810;"fiction";"2016"
"144278";"Iris";"LESPERT Jalil";"WY PRODUCTIONS";7949636;"fiction";"2016"
"143583";"Jeune femme";"SERAILLE Leonore";"BLUE MONDAY PRODUCTIONS";992318;"fiction";"2016"
"145068";"Jour J";"KHERICI Reem";"MANDARIN PRODUCTION";6896779;"fiction";"2016"
"144409";"Jusqu'à la garde";"LEGRAND Xavier";"KG PRODUCTIONS";3137718;"fiction";"2016"
"145281";"Just divorced";"GOVARE Maxime";"LES IMPRODUCTIBLES";5734345;"fiction";"2016"
"144675";"K.O.";"GOBERT Fabrice";"2 4 7 FILMS";6058582;"fiction";"2016"
"143038";"Karim";"UZAN Dan";"STEWBALL FILMS";289933;"fiction";"2016"
"145156";"Kinoa";"MARTIN Jean-Loup";"CENDRANE FILMS";190557;"anim";"2016"
"144573";"Ladies";"DAVAL Anne-Gaelle";"NOLITA CINEMA";5791143;"fiction";"2016"
"143113";"Links of life";"ROUX Marie-Helene";"1DIVIDED FILMS";504000;"fiction";"2016"
"143728";"Lion est mort ce soir (Le)";"SUWA Nobihuro";"LES PRODUCTIONS BALTHAZAR";2178464;"fiction";"2016"
"140611";"Lola Pater";"MOKNECHE Nadir";"BLUE MONDAY PRODUCTIONS";2497804;"fiction";"2016"
"143935";"Loue moi";"ASSOUS Coline / SCWARTZ Virginie";"MY FAMILY";3105395;"fiction";"2016"
"145351";"Luna";"DIRINGER Elsa";"EX NIHILO";2101555;"fiction";"2016"
"145613";"Madame";"STHERS Amanda";"LGM CINEMA";4867872;"fiction";"2016"
"142484";"Madame Hyde";"BOZON Serge";"LFP";4637933;"fiction";"2016"
"140609";"Maman a tort";"FITOUSSI Marc";"AVENUE B PRODUCTIONS";3969844;"fiction";"2016"
"140221";"Mariage (blanc) pour tous";"BOUDALI Tarek";"AXEL FILMS PRODUCTION";5234970;"fiction";"2016"
"144871";"Marie Francine";"LEMERCIER Valérie";"RECTANGLE PRODUCTIONS";9849830;"fiction";"2016"
"142131";"Marvin";"FONTAINE Anne";"CINE-@";6988485;"fiction";"2016"
"145483";"Maryline";"GALLIENNE Guillaume";"LGM";7814653;"fiction";"2016"
"118185";"Mécanique de l'ombre (La)";"KRUITHOF Thomas";"24 25 FILMS";5148833;"fiction";"2016"
"139095";"Mélodie (La)";"HAMI Rachid";"MIZAR FILMS";6113553;"fiction";"2016"
"143153";"Menina";"PINHEIRO Cristina";"MEZZANINE FILMS";1219564;"fiction";"2016"
"143100";"Merci patron !";"RUFFIN François";"MILLE ET UNE PRODUCTIONS";168133;"docu";"2016"
"143540";"Mes trésors";"BOURDIAUX Pascal";"RADAR FILMS";11330596;"fiction";"2016"
"136229";"Milla";"MASSADIAN Valérie";"CINEMA DEFACTO";671599;"fiction";"2016"
"132880";"Mon poussin";"FORESTIER Frédéric";"LES FILMS DU 24";9177774;"fiction";"2016"
"143851";"Monsieur et Madame Adelman";"BEDOS Nicolas";"LES FILMS DU KIOSQUE";5983685;"fiction";"2016"
"142598";"Moutonnière (La)";"DJAMA Sofia";"LIAISON CINEMATOGRAPHIQUE";1152380;"fiction";"2016"
"144022";"Ms. Sloane";"MADDEN John";"EUROPACORP";18363234;"fiction";"2016"
"144902";"Napalm";"LANZMANN Claude";"MARGO CINEMA";1765000;"docu";"2016"
"135013";"Niaque (La)";"CHENOUGA Chad";"TS PRODUCTIONS";2754814;"fiction";"2016"
"142574";"Night Fare";"SERI Julien";"DAIGORO FILMS";537305;"fiction";"2016"
"142059";"Nino Nadie";"GUZZONI Fernando";"JBA PRODUCTION";587200;"fiction";"2016"
"132931";"Nos années folles";"TECHINE André";"ARP / ARP";6486007;"fiction";"2016"
"145206";"Nos patriotes";"LE BOMIN Gabriel";"VERTIGO PRODUCTIONS";6205079;"fiction";"2016"
"144735";"Numéro une";"MARSHALL Tonie";"TABO-TABO FILMS";6302900;"fiction";"2016"
"121720";"Odyssée (L')";"SALLE Jerome";"PAN-EUROPEENNE";20862762;"fiction";"2016"
"144078";"On revient de loin";"CARLES Pierre / FAURE Nina";"CP PRODUCTIONS";173677;"docu";"2016"
"140745";"Otez-moi d'un doute";"TARDIEU Carine";"KARE PRODUCTIONS";5201788;"fiction";"2016"
"131402";"Overdrive";"NEGRET Antonio";"OVERDRIVE PRODUCTIONS";24339451;"fiction";"2016"
"143780";"Papa ou maman 2";"BOURBOULON Martin";"CHAPTER 2";16377676;"fiction";"2016"
"142789";"Paranoïa Park";"MERCIER Bruno";"LES MURES SAUVAGES";22001;"fiction";"2016"
"144040";"Paris la blanche";"TERKI Lidia";"DAY FOR NIGHT PRODUCTIONS";1548834;"fiction";"2016"
"142733";"Passade";"APRIKIAN Gorune";"ARAPROD";653461;"fiction";"2016"
"140552";"Passeurs";"VARELA Pamela";"ANANDA PRODUCTIONS";190808;"docu";"2016"
"143519";"Patients";"MARSAUD Fabien / IDIR Mehdi";"MANDARIN PRODUCTION";3986928;"fiction";"2016"
"143272";"Pauline s'arrache";"BRISAVOINE Emilie";"BATHYSPHERE PRODUCTIONS";241815;"docu";"2016"
"142555";"Personal Shopper";"ASSAYAS Olivier";"CHARLES GILLIBERT CG CINEMA";5915967;"fiction";"2016"
"143222";"Peshmerga";"LEVY Bernard-Henri";"MARGO CINEMA";1638649;"docu";"2016"
"140845";"Petit Locataire (Le)";"LOISEAU Nadege";"LES FILMS DU WORSO";3999989;"fiction";"2016"
"140276";"Petit Spirou (Le)";"BARY Nicolas";"LES FILMS DU CAP";7996406;"fiction";"2016"
"135263";"Petit vampire";"SFAR Joann";"AUTOCHENILLE PRODUCTION";7967946;"anim";"2016"
"130138";"Philosophes (Les)";"AMESLAND Guilhem";"CAIMANS PRODUCTIONS";744488;"fiction";"2016"
"143697";"Plonger";"LAURENT Mélanie";"MOVE MOVIE";5177500;"fiction";"2016"
"144970";"Pour le réconfort";"MACAIGNE Vincent";"CHARLES GILLIBERT CG CINEMA";402091;"fiction";"2016"
"139540";"Prendre le large";"MOREL Gael";"TS PRODUCTIONS";1215344;"fiction";"2016"
"143403";"Prince de Nothingwood (Le)";"KRONLUND Sonia";"GLORIA FILMS PRODUCTION";689294;"docu";"2016"
"140197";"Profession cinéaste";"BRAL Jacques";"THUNDER FILMS INTERNATIONAL";388991;"docu";"2016"
"142602";"Quand on a 17 ans";"TECHINE André";"FIDELITE FILMS";5334812;"fiction";"2016"
"144044";"Que le diable nous emporte";"BRISSEAU Jean-Claude";"LA SORCIERE ROUGE";593241;"fiction";"2016"
"144199";"Raid dingue";"BOON Dany";"PATHE PRODUCTION";32446758;"fiction";"2016"
"144897";"Rattrapage";"SEGUELA Tristan";"LES FILMS DU 24";6079802;"fiction";"2016"
"145423";"Razzia";"AYOUCH Nabil";"UNITE DE PRODUCTION";3379484;"fiction";"2016"
"144990";"Redoutable (Le)";"HAZANAVICIUS Michel";"LES COMPAGNONS DU CINEMA";11112359;"fiction";"2016"
"144638";"Révolution Sida";"CHAUDIER Frédéric";"NOODLES PRODUCTION";1017914;"docu";"2016"
"140615";"Rire de ma mère (Le)";"SAVIGNAC Colombe / RALITE Pascal";"LOMA NASHA FILMS";2771299;"fiction";"2016"
"143242";"Rocco";"DEMAIZIERE Thierry / TEURLAI Alban";"PROGRAM 33";896953;"docu";"2016"
"130125";"Rock'n roll";"CANET Guillaume";"LES PRODUCTIONS DU TRESOR";17958089;"fiction";"2016"
"144796";"Rodin";"DOILLON Jacques";"LES FILMS DU LENDEMAIN";5348095;"fiction";"2016"
"144881";"Sales gosses";"QUIRING Frederic";"LES FILMS DU 24";7359778;"fiction";"2016"
"144577";"Secret de Hiroshi Amano (Le)";"LABRUNE Jeanne";"CDP";1220002;"fiction";"2016"
"142915";"Sel";"HESPEL Olivier";"LES PRODUCTIONS DU LAGON";192812;"docu";"2016"
"142717";"Semeur (Le)";"FRANSSEN Marine";"LES FILMS DU WORSO";2684416;"fiction";"2016"
"143759";"Seuls";"MOREAU David";"ECHO FILMS";7582535;"fiction";"2016"
"144138";"Si tu voyais son cœur";"CHEMLA Joan";"NORD-OUEST FILMS";3077593;"fiction";"2016"
"141914";"Sivoupleee";"DE CHAUVERON Philippe";"PULSAR PRODUCTIONS";17214408;"fiction";"2016"
"140078";"Sociologue et l'ourson (La)";"CHAILLOU Etienne / THERY Mathias";"QUARK PRODUCTIONS";282258;"docu";"2016"
"139627";"Sofas";"VILLOVITCH Helena";"ECCE FILMS";255652;"fiction";"2016"
"142369";"Soif de vivre (La)";"RIBIS Frederique";"DOON PRODUCTIONS";66007;"docu";"2016"
"143654";"Soleil battant";"LAPERROUSAZ Laura / LAPERROUSAZ Clara";"ALFAMA FILMS PRODUCTION";991108;"fiction";"2016"
"144436";"Sous le même toit";"FARRUGIA Dominique";"EUROPACORP";9552512;"fiction";"2016"
"141779";"Sparring";"JOUY Samuel";"UNITE DE PRODUCTION";2989926;"fiction";"2016"
"143152";"Stars 80… la suite";"AUBURTIN Frédéric / LANGMANN Thomas";"LA PETITE REINE PRODUCTION";20051988;"fiction";"2016"
"144475";"Tamara";"CASTAGNETTI Alexandre";"GAZELLE ET CIE";6157708;"fiction";"2016"
"141858";"Tazzeka";"GAUD Jean-Paul";"TAKKA FILMS";818223;"fiction";"2016"
"145471";"Telle mère, telle fille";"SAGLIO Noemie";"FLAMME FILMS";6681700;"fiction";"2016"
"138708";"Têtes de l'emploi (Les)";"CHARLOT Alexandre / MAGNIER Franck";"RECIFILMS";5906507;"fiction";"2016"
"142506";"The lake";"QUALE Steven";"EUROPACORP";66194447;"fiction";"2016"
"144721";"Tour (La)";"GRORUD Mats";"LES CONTES MODERNES";2135880;"anim";"2016"
"142676";"Tous les rêves du monde";"FERREIRA BARBOSA Laurence";"ALFAMA FILMS PRODUCTION";2205696;"fiction";"2016"
"140092";"Tout nous sépare";"KLIFA Thierry";"LES FILMS DU KIOSQUE";3598046;"fiction";"2016"
"145491";"Un berger à l'Elysée";"CARLES Pierre / LESPINASSE Philippe";"CP PRODUCTIONS";171759;"docu";"2016"
"144795";"Un été en Provence";"LARA Christian";"SKYPROD";300000;"fiction";"2016"
"129900";"Un homme d'Etat";"COURREGE Pierre";"PLAN 2";852995;"fiction";"2016"
"145520";"Un jour ça ira";"ZAMBEAUX Stanislas";"MAGNETO PROD";572797;"docu";"2016"
"132519";"Un sac de billes";"DUGUAY Christian";"MITICO";18178988;"fiction";"2016"
"144492";"Un vrai bâtard";"LUSSI-MODESTE Teddy";"KAZAK PRODUCTIONS";3298929;"fiction";"2016"
"144891";"Une saison en France";"HAROUN Mahamat-Saleh";"PILI FILMS";3352308;"fiction";"2016"
"128118";"Une vie ailleurs";"PEYON Olivier";"LE BUREAU FILMS";1171250;"fiction";"2016"
"129479";"Valerian et la cité des mille planètes";"BESSON Luc";"VALERIAN";197471676;"fiction";"2016"
"145274";"Vaurien";"SENOUSSI Mehdi";"K2 PRODUCTIONS";472463;"fiction";"2016"
"145527";"Vénérable W (Le)";"SCHROEDER Barbet";"LES FILMS DU LOSANGE";1310277;"docu";"2016"
"144567";"Vent du nord";"MATTAR Walid";"BARNEY PRODUCTION";1781024;"fiction";"2016"
"143984";"Versets de l'oubli (Les)";"KHATAMI Alireza";"HOUSE ON FIRE";823473;"fiction";"2016"
"141080";"Vie de château (La)";"IDO Cedric / BARRY Modi";"SRAB FILMS";1004228;"fiction";"2016"
"145288";"Villa (La)";"GUEDIGUIAN Robert";"AGAT FILMS ET CIE";3732376;"fiction";"2016"
"144174";"Visages, visages";"VARDA Agnès / JR";"CINE TAMARIS";1002255;"docu";"2016"
"142464";"Vive la crise !";"DAVY Jean-François";"LES FILMS MONTAIGNE";975582;"fiction";"2016"
"142408";"Voleur d'histoire";"ANDREI Frédéric";"17 23 PRODUCTIONS";84287;"fiction";"2016"
"143548";"Wallaye !";"GOLDBLAT Berni";"BATHYSPHERE PRODUCTIONS";1201343;"fiction";"2016"
"143739";"Willy 1 er";"GAUTIER Marielle / BOUKHERMA Ludovic / BOUKHERA Zoran / THOMAS Hugo P.";"BAXTER FILMS";676734;"fiction";"2016"
"145384";"Yasmina fait des bails";"DESROSIERES Antoine";"LES FILMS DE L'AUTRE COUGAR";1082911;"fiction";"2016"
"142366";"Zin'naariya!";"KEITA Rahmatou";"REMORA FILMS";405118;"fiction";"2016"
"133977";"Zombillenium";"DE PINS Arthur / DUCORD Alexis";"MAYBE MOVIES";13394317;"anim";"2016"
"144570";"7 minuti";"PLACIDO Michèle";"MANNY FILMS";2483896;"fiction";"2016"
"144507";"Affreux et méchants";"GOMEZ Casimo";"MILLE ET UNE PRODUCTIONS";2852896;"fiction";"2016"
"144113";"Ana mon amour";"NETZER Calin Peter";"SOPHIE DULAC PRODUCTIONS";2650001;"fiction";"2016"
"143420";"Antropoïd";"ELLIS Sean";"VINGT DEUX HEURES VINGT DEUX";8876089;"fiction";"2016"
"145059";"Au-dessus des lois";"TROUKENS Francois / HENSGENS Jean-Francois";"CAPTURE THE FLAG FILMS";5309755;"fiction";"2016"
"145174";"Bitter flowers";"MEYS Olivier";"MILLE ET UNE FILMS";2182852;"fiction";"2016"
"144465";"Bonnes manières (Les)";"ROJAS Juliana / DUTRA Marco";"GOOD FORTUNE FILMS";2232215;"fiction";"2016"
"144798";"Call me by your name";"GUADAGNINO Luca";"LA CINEFACTURE";3884538;"fiction";"2016"
"144284";"Chant des scorpions (Le)";"SINGH Anup";"CINE SUD PROMOTION";2754515;"fiction";"2016"
"145270";"Charlton Heston";"CRETULESCU Andrei";"LES FILMS DU TAMBOUR";827490;"fiction";"2016"
"143698";"Christ aveugle (Le)";"MURRAY Christopher";"CINE SUD PROMOTION";620497;"fiction";"2016"
"144096";"Colo";"VILLAVERDE Teresa";"SEDNA FILMS";1190429;"fiction";"2016"
"145049";"Cosmic Candy";"DRAGASAKI Rinio";"EX NIHILO";1019849;"fiction";"2016"
"145241";"Dernières Choses (Les)";"DIONISO Irene";"AD VITAM";1367021;"fiction";"2016"
"144368";"Fais de beaux rêves";"BELLOCCHIO Marco";"AD VITAM PRODUCTION";5152355;"fiction";"2016"
"144242";"Fatima, les sentiers de l'âme";"CANIJO Joao";"LES FILMS DE L'APRES MIDI";1120056;"fiction";"2016"
"142720";"Fidèle (Le)";"ROSKAM Michael R.";"STONE ANGELS";8216500;"fiction";"2016"
"144132";"Foxtrot";"MAOZ Samuel";"ASAP FILMS";2870314;"fiction";"2016"
"143916";"Fuocoammare par-delà Lampedusa";"ROSI Gianfranco";"LES FILMS D'ICI";1160000;"docu";"2016"
"144274";"Happy Birthday";"GEORGIOU Christos";"MANNY FILMS";934075;"fiction";"2016"
"129636";"Hier";"KENYERES Balint";"LES FILMS DE L'APRES MIDI";2554833;"fiction";"2016"
"144019";"Hiver (L')";"TORRES Emiliano";"CITE FILMS";995000;"fiction";"2016"
"144118";"Ice Mother";"SLAMA Bohdan";"WHY NOT PRODUCTIONS";1308325;"fiction";"2016"
"144414";"Insyriated";"VAN LEEUW Philippe";"LIAISON CINEMATOGRAPHIQUE";1152000;"fiction";"2016"
"144741";"Jacques Mayol - l'homme dauphin";"CHARITOS Lefteris";"LES FILMS DU BALIBARI";608050;"docu";"2016"
"143108";"Julie-Aïcha";"EL MAANOUNI Ahmed";"XAY PRODUCTIONS";640410;"fiction";"2016"
"136554";"Juventus de Timgad (La)";"BENCHAOUCHE Fabrice";"ALIA FILMS";1045254;"fiction";"2016"
"144477";"Khibula";"OVASHVILI George";"ARIZONA PRODUCTIONS";1525011;"fiction";"2016"
"144752";"La Cordillera";"MITRE Santiago";"MANEKI FILMS";3500000;"fiction";"2016"
"144711";"La Ragazza del mondo";"DANIELI Marco";"BARBARY FILMS";910218;"fiction";"2016"
"144907";"La Vita possibile";"DE MATTEO Ivano";"BARBARY FILMS";2329487;"fiction";"2016"
"141906";"Laissez bronzer les cadavres";"CATTET Helene / FORZANI Bruno";"TOBINA FILM";2953053;"fiction";"2016"
"139068";"Land";"JALALI Babak";"THE CUP OF TEA";1950051;"fiction";"2016"
"143833";"L'Ultima spiaggia";"ANASTOPOULOS Thanos";"ARIZONA PRODUCTIONS";250084;"docu";"2016"
"144121";"Message from the King";"DU WELZ Fabrice";"THE JOKERS FILMS";7953876;"fiction";"2016"
"145228";"Mobiles Homes";"DE FONTENAY Vladimir";"MADELEINE FILMS";2805705;"fiction";"2016"
"144328";"Mon ange";"CLEVEN Harry";"APRES LE DELUGE";1121984;"fiction";"2016"
"144470";"Montagne (La)";"NADERI Amir";"CINE SUD PROMOTION";876373;"fiction";"2016"
