Nom_commune,Code_postal,coordonnees_gps
FALLERON,85670,46.8623928354,-1.70108938038
NEUSSARGUES EN PINATELLE,15300,45.1323703921,2.98529315948
ST MARTIN AU BOSC,76340,49.8316316628,1.66866654191
SEVREMONT,85700,46.8211105864,-0.854584153953
PAULHAC,15430,45.0202868074,2.88735170231
ST MARTIN AUX BUNEAUX,76540,49.8270470687,0.550567234942
LA GARNACHE,85710,46.8977541296,-1.82443040539
PEYRUSSE,15170,45.2109595955,3.03006287758
ST MARTIN DU BEC,76133,49.6006687122,0.202278495789
LA GAUBRETIERE,85130,46.9345007303,-1.05578200702
RAGEADE,15500,45.114689469,3.26841308091
PETIT CAUX,76370,49.9614365259,1.21910748031
LE GIVRE,85540,46.4729146043,-1.40256149118
ROANNES ST MARY,15220,44.8450017276,2.39860201238
PETIT CAUX,76630,49.9614365259,1.21910748031
LA GUERINIERE,85680,46.9669962053,-2.2302799245
ROUFFIAC,15150,45.0286072517,2.14375536336
PETIT CAUX,76630,49.9614365259,1.21910748031
L ILE D OLONNE,85340,46.570163703,-1.7737502368
ST CONSTANT FOURNOULES,15600,44.6885284522,2.24626593038
ST NICOLAS DE LA TAILLE,76170,49.5142461624,0.469748142388
JARD SUR MER,85520,46.4246376808,-1.60014921643
ST CONSTANT FOURNOULES,15600,44.6885284522,2.24626593038
ST PIERRE EN PORT,76540,49.8072086102,0.500314301045
MARILLET,85240,46.5667525381,-0.634287713939
ST JULIEN DE TOURSAC,15600,44.7745665182,2.20161181896
ST PIERRE LE VIGER,76740,49.8268946102,0.849728214011
LE MAZEAU,85420,46.3298580373,-0.672957405035
ST MARTIN VALMEROUX,15140,45.1201305737,2.44307130609
ST ROMAIN DE COLBOSC,76430,49.5286231796,0.363829451738
LA MEILLERAIE TILLAY,85700,46.742582825,-0.85478763606
ST VICTOR,15150,45.0097901662,2.2880455218
ST SAUVEUR D EMALLEVILLE,76110,49.6113638216,0.306191805081
MONTAIGU VENDEE,85600,46.9759800852,-1.31364530268
SIRAN,15150,44.9505638532,2.12045291632
ST SYLVAIN,76460,49.8484962406,0.659644350897
MONTOURNAIS,85700,46.7502937556,-0.770013941158
LE TRIOULOU,15600,44.671238319,2.19126428388
ST VAAST DIEPPEDALLE,76450,49.7575768119,0.722349348427
MORTAGNE SUR SEVRE,85290,46.9910941319,-0.946500033344
USSEL,15300,45.0740146626,2.95237927853
ST VALERY EN CAUX,76460,49.85975403,0.70707488248
NESMY,85310,46.5921936479,-1.40947698594
VALJOUZE,15170,45.1637773707,3.0607165142
SANDOUVILLE,76430,49.4777178239,0.301065445929
NOIRMOUTIER EN L ILE,85330,47.0086655085,-2.26243620205
LE VAULMIER,15380,45.1838522202,2.58597218884
SASSEVILLE,76450,49.7829827981,0.690793795865
LES PINEAUX,85320,46.599225902,-1.17865799724
VEYRIERES,15350,45.3204825413,2.36848020715
SAUCHAY,76630,49.9194809701,1.20513608482
PISSOTTE,85200,46.5010870694,-0.808352236192
VIEILLESPESSE,15500,45.116971217,3.15878002374
SAUSSEUZEMARE EN CAUX,76110,49.6710119926,0.350018167711
LES VELLUIRE SUR VENDEE,85770,46.4190919441,-0.910475769222
LE VIGEAN,15200,45.2234162063,2.3665656568
SIERVILLE,76690,49.5915709945,1.03742775738
POUILLE,85570,46.5022256779,-0.955223380119
VITRAC,15220,44.8102298787,2.31375646936
SIGY EN BRAY,76780,49.5335628852,1.46692134698
POUZAUGES,85700,46.7812581702,-0.828778359084
YTRAC,15130,44.9161324548,2.36598098395
SOTTEVILLE LES ROUEN,76300,49.4104887444,1.09509946531
REAUMUR,85700,46.7145137269,-0.816742537248
ABZAC,16500,46.0995520567,0.715822844014
SOTTEVILLE SOUS LE VAL,76410,49.3172603768,1.11637971624
ROSNAY,85320,46.5324344973,-1.3007139449
AIGRE,16140,45.8891702634,-0.000376399361894
THIERGEVILLE,76540,49.7282499178,0.4881028317
STE CECILE,85110,46.7309688326,-1.12107316048
AMBLEVILLE,16300,45.5581634832,-0.224518438236
THIOUVILLE,76450,49.6878940847,0.627618388941
ST DENIS DU PAYRE,85580,46.4118936776,-1.27222282402
ANAIS,16560,45.7689915038,0.206024179916
TOUFFREVILLE SUR EU,76910,49.9919570086,1.32074809461
ST HILAIRE LA FORET,85440,46.4551155186,-1.53048160541
ANGEAC CHAMPAGNE,16130,45.6137559506,-0.289585740498
TOURVILLE SUR ARQUES,76550,49.8597127895,1.09318958112
ST JEAN DE BEUGNE,85210,46.5196817523,-1.10826075013
ASNIERES SUR NOUERE,16290,45.7078415562,0.0487826997236
LE TRAIT,76580,49.4842765452,0.81921057836
ST JEAN DE MONTS,85160,46.8021968737,-2.04839789308
BARBEZIERES,16140,45.9119778347,-0.0882569539887
LA TRINITE DU MONT,76170,49.5455789044,0.557898876882
ST LAURENT DE LA SALLE,85410,46.5854041653,-0.922177315485
BARRET,16300,45.4891582999,-0.206308254385
TROUVILLE,76210,49.584302439,0.60043974665
ST MAIXENT SUR VIE,85220,46.7329496925,-1.82595152879
BECHERESSE,16250,45.5015198955,0.0786797939692
VARENGEVILLE SUR MER,76119,49.9033508402,0.996096920995
ST MARTIN LARS EN STE HERMINE,85210,46.5970244335,-0.976384286709
BESSAC,16250,45.4311590741,-0.0136973551346
VILLERS SOUS FOUCARMONT,76340,49.8254730877,1.55839902863
ST MATHURIN,85150,46.5686332748,-1.70787622288
BIRAC,16120,45.5635790633,-0.0550695799339
VITTEFLEUR,76450,49.8138689184,0.637304764748
ST VALERIEN,85570,46.5348508899,-0.944470507825
COTEAUX DU BLANZACAIS,16250,45.4714654807,0.0236302142689
YPREVILLE BIVILLE,76540,49.6944640581,0.530994381028
ST VINCENT SUR JARD,85520,46.4297504489,-1.54956205778
BRIE,16590,45.7345393339,0.266852612131
YVECRIQUE,76560,49.6892609326,0.807122350958
LA TAILLEE,85450,46.3852513569,-0.941017792066
BRIE SOUS CHALAIS,16210,45.3203360527,0.0123563993642
ANNET SUR MARNE,77410,48.9223335323,2.70854622393
TALMONT ST HILAIRE,85440,46.475786445,-1.62751498166
CHADURIE,16250,45.4963678637,0.142555563027
ARBONNE LA FORET,77630,48.4103383904,2.5610975271
TREIZE VENTS,85590,46.9168130123,-0.845959158017
CHARRAS,16380,45.5444379086,0.428737132242
ARMENTIERES EN BRIE,77440,48.9805568845,3.01556654649
VIX,85770,46.3543018169,-0.856628326667
CHASSENON,16150,45.8513916699,0.773197167344
AUBEPIERRE OZOUER LE REPOS,77720,48.620275445,2.90287523402
VOUVANT,85120,46.5626835135,-0.764380170382
CHENON,16460,45.9440915736,0.222439257515
BALLOY,77118,48.3968757624,3.15136324376
ADRIERS,86430,46.2646103374,0.789659194144
CHILLAC,16480,45.3611763101,-0.0902994967861
BANNOST VILLEGAGNON,77970,48.6753809899,3.19190655288
ANCHE,86700,46.3496375961,0.270285912605
COMBIERS,16320,45.5110545763,0.408984921414
BARBIZON,77630,48.4485166396,2.60051335634
ANGLES SUR L ANGLIN,86260,46.6986976,0.896253717569
COURBILLAC,16200,45.7730344217,-0.180841133968
BAZOCHES LES BRAY,77118,48.3983722929,3.19261811911
ASNOIS,86250,46.1033058392,0.408300889947
COURLAC,16210,45.3012384064,0.0880679365563
BEAUMONT DU GATINAIS,77890,48.1407704243,2.4920346913
AYRON,86190,46.6440797341,0.0454968379213
DIRAC,16410,45.5986667875,0.241731538574
BERNAY VILBERT,77540,48.675289546,2.92952115165
BASSES,86200,47.044883115,0.124036539439
EMPURE,16240,46.0245064509,0.0495912731396
BLENNES,77940,48.2449362017,3.01197543789
BEAUMONT ST CYR,86490,46.7432070332,0.436999990753
EXIDEUIL SUR VIENNE,16150,45.8801902004,0.663734809553
BOISSETTES,77350,48.523493031,2.6146358615
BERTHEGON,86420,46.9016657704,0.268623771232
FONTENILLE,16230,45.9129011037,0.174854978046
BOMBON,77720,48.5678399041,2.86764154257
BEUXES,86120,47.0870340103,0.173619362771
LA FORET DE TESSE,16240,46.0765352941,0.0784986933953
BOULANCOURT,77760,48.2614508893,2.45112404829
BLANZAY,86400,46.2071446631,0.255573056586
VAL DES VIGNES,16250,45.5351688008,-0.0353997702364
BOUTIGNY,77470,48.9127981727,2.9292515848
CERNAY,86140,46.8366061305,0.301673883746
LAGARDE SUR LE NE,16300,45.5153360206,-0.205805463982
BUSSIERES,77750,48.9266351593,3.23747220268
LA CHAPELLE BATON,86250,46.1890627915,0.409088341368
LIGNE,16140,45.9156691196,0.10397491034
BUTHIERS,77760,48.2869147685,2.45366687237
LA CHAPELLE MOULIERE,86210,46.6458608784,0.536909480756
TERRES DE HAUTE CHARENTE,16270,45.9100102437,0.573121657498
CARNETIN,77400,48.9042186439,2.69939855845
CHARROUX,86250,46.1403226222,0.415210425845
MAGNAC LAVALETTE VILLARS,16320,45.5088381667,0.2552082811
CELY,77930,48.4599875595,2.52531326233
CHATAIN,86250,46.0723336149,0.437740992282
MAGNAC SUR TOUVRE,16600,45.6559132577,0.236141821195
CHALAUTRE LA GRANDE,77171,48.5497596111,3.44637852602
CHATELLERAULT,86100,46.8156700185,0.552598976936
BELLEVIGNE,16120,45.5525236965,-0.103272182432
CHALAUTRE LA PETITE,77160,48.5273173873,3.31527496472
CHOUPPES,86110,46.8076034833,0.168441439384
MARTHON,16380,45.6171874581,0.445486850648
CHALIFERT,77144,48.8952645645,2.77324024955
CISSE,86170,46.6502861591,0.241446585284
MONTROLLET,16420,45.9911418674,0.899879118608
CHAMBRY,77910,48.9985355569,2.89422161914
CIVRAY,86400,46.1412232275,0.300987364675
NABINAUD,16390,45.2933421272,0.210125540377
CHAMIGNY,77260,48.9851781012,3.14218296932
COLOMBIERS,86490,46.7799541393,0.437112922808
NANTEUIL EN VALLEE,16700,46.0061029111,0.32369225522
CHAMPAGNE SUR SEINE,77430,48.4093568314,2.8079339272
COULOMBIERS,86600,46.4939416192,0.173468544553
NERCILLAC,16200,45.7234512916,-0.270638222071
CHANGIS SUR MARNE,77660,48.9663532581,3.02513385587
CROUTELLE,86240,46.5425586218,0.2929490098
NIEUIL,16270,45.882845738,0.524200213781
LA CHAPELLE ST SULPICE,77160,48.5577472984,3.17990030417
DANGE ST ROMAIN,86220,46.9270829508,0.608217192883
ORADOUR FANAIS,16500,46.1149553879,0.782507477296
CHAUFFRY,77169,48.8218818253,3.18099765766
DISSAY,86130,46.6962926457,0.443383636833
PERIGNAC,16250,45.4667323949,0.0826496107901
CHAUMES EN BRIE,77390,48.6671544898,2.84491273965
DOUSSAY,86140,46.8397507343,0.272341235915
PLEUVILLE,16490,46.0971776924,0.492356946293
CHENOISE CUCHARMOY,77160,48.6221074853,3.19218767904
LA FERRIERE AIROUX,86160,46.314702219,0.410169403007
PUYREAUX,16230,45.86360531,0.210617195274
CLAYE SOUILLY,77410,48.9429697515,2.67523211808
FLEIX,86300,46.5580414765,0.747824458548
RIOUX MARTIN,16210,45.2431688439,-0.00417605640764
CLAYE SOUILLY,77410,48.9429697515,2.67523211808
GENCAY,86160,46.3705267835,0.413253072588
LA ROCHEFOUCAULD EN ANGOUMOIS,16110,45.7334327476,0.3937027955
CLOS FONTAINE,77370,48.6035279611,3.01423593373
GIZAY,86340,46.4395803569,0.423353423469
LA ROCHETTE,16110,45.7979119983,0.310269933524
CONDE STE LIBIAIRE,77450,48.8985882759,2.83639912671
JAZENEUIL,86600,46.4676363109,0.0747596893664
ROUILLAC,16170,45.781947293,-0.074390136916
COULOMMES,77580,48.8919104938,2.92942534432
BOIVRE LA VALLEE,86470,46.5433549804,0.0821497150944
ROUILLAC,16170,45.781947293,-0.074390136916
COURCHAMP,77560,48.6425226208,3.28982875028
BOIVRE LA VALLEE,86470,46.5433549804,0.0821497150944
ST AMANT DE BOIXE,16330,45.8023519655,0.139724725099
COURTOMER,77390,48.6580781598,2.89624103762
LIGLET,86290,46.5066719767,1.08346651537
GRAVES ST AMANT,16120,45.6383664934,-0.104970620109
CRECY LA CHAPELLE,77580,48.8567446134,2.93331153745
MAGNE,86160,46.3496002634,0.391444598255
ST AMANT DE NOUERE,16170,45.7363123323,-0.00546098740035
CRECY LA CHAPELLE,77580,48.8567446134,2.93331153745
MARIGNY CHEMEREAU,86370,46.4257668827,0.216813691346
ST AVIT,16210,45.2438261772,0.0442847703212
CROUY SUR OURCQ,77840,49.0867480473,3.07964633492
MAZEUIL,86110,46.7923270913,0.0843953214823
ST CHRISTOPHE,16420,46.0040190503,0.849752490764
DHUISY,77440,49.0357759838,3.16433496105
MIGNE AUXANCES,86440,46.6320253577,0.304897711078
ST FRAIGNE,16140,45.9572719379,-0.0153853235153
ECHOUBOULAINS,77830,48.4637199643,2.9295993076
MONCONTOUR,86330,46.8774293684,0.00356289624888
ST GEORGES,16700,45.9760746261,0.269280643049
LES ECRENNES,77820,48.4956746939,2.8755286018
MONCONTOUR,86330,46.8774293684,0.00356289624888
ST GROUX,16230,45.8908643906,0.158281898668
EVERLY,77157,48.4602932041,3.2638422634
MONCONTOUR,86330,46.8774293684,0.00356289624888
ST MARY,16260,45.8452386598,0.362015823
FAVIERES,77220,48.7803198731,2.76799621912
MONTMORILLON,86500,46.4263978846,0.895458347632
VAL D AUGE,16170,45.8511416602,-0.0872262855566
FEROLLES ATTILLY,77150,48.7335952478,2.63893813128
NALLIERS,86310,46.6098862089,0.879990310678
ST PREUIL,16130,45.6007267045,-0.172169004384
FERRIERES EN BRIE,77164,48.8200397561,2.70761245584
NERIGNAC,86150,46.2968665882,0.730725173881
STE SEVERE,16200,45.7641596067,-0.250325475008
LA FERTE SOUS JOUARRE,77260,48.9540164057,3.12762174384
NUEIL SOUS FAYE,86200,46.9746472974,0.272538169916
ST SIMON,16120,45.6553833109,-0.0748911541972
FONTAINEBLEAU,77300,48.4066856508,2.68031396389
LES ORMES,86220,46.9649927352,0.622269662308
ST SULPICE DE RUFFEC,16460,45.9372570852,0.318948540786
FONTAINE FOURCHES,77480,48.4120304455,3.39431258442
OYRE,86220,46.8626653271,0.646321039276
ST VALLIER,16480,45.2881730966,-0.0840666739743
FORFRY,77165,49.0535919932,2.84961058916
PAIZAY LE SEC,86300,46.5865795842,0.78017018726
SALLES D ANGLES,16130,45.6192884058,-0.344548280548
FRESNES SUR MARNE,77410,48.9418117332,2.73978982468
PERSAC,86320,46.3410990682,0.731125498359
SALLES DE BARBEZIEUX,16300,45.4517011196,-0.121693762991
GASTINS,77370,48.6267877328,3.02021144057
PLEUMARTIN,86450,46.7414633324,0.759420018765
SALLES DE VILLEFAGNAN,16700,45.9599094427,0.17124025939
GIREMOUTIERS,77120,48.853040564,3.03326151777
POITIERS,86000,46.5839207726,0.359947653003
TAIZE AIZIE,16700,46.0636731179,0.247464724639
GRANDPUITS BAILLY CARROIS,77720,48.5823205697,2.97582475865
PRESSAC,86460,46.1182546564,0.567316828463
TAPONNAT FLEURIGNAC,16110,45.7739607246,0.417726239972
GRESSY,77410,48.9650099729,2.66440376724
ST ROMAIN,86250,46.2278846566,0.380138967799
TOUVERAC,16360,45.3740871149,-0.201503841604
GRETZ ARMAINVILLIERS,77220,48.7495328893,2.72623578521
SENILLE ST SAUVEUR,86100,46.8023769572,0.645222775662
TOUVRE,16600,45.658185613,0.267862440841
GRISY SUISNES,77166,48.6844503585,2.67647246485
ST SAVIN,86310,46.5832866024,0.840222181095
TRIAC LAUTRAIT,16200,45.6828749184,-0.115750657737
GURCY LE CHATEL,77520,48.4844716006,3.0809062943
ST SAVIOL,86400,46.1437005991,0.231045225732
VIBRAC,16120,45.6431019638,-0.0593033677252
ICHY,77890,48.2062867777,2.54177134265
SAIX,86120,47.1417376447,0.00673655616709
MOULINS SUR TARDOIRE,16220,45.6749371405,0.413690557733
JAULNES,77480,48.4144765757,3.27634735642
SERIGNY,86230,46.9268926391,0.316255199259
ILE D AIX,17123,46.0183336808,-1.1696249203
JOUARRE,77640,48.9025410128,3.11280532504
THOLLET,86290,46.4381388377,1.12576757467
AUJAC,17770,45.8475001891,-0.394514249009
JUILLY,77230,49.0216143315,2.70583283653
THURE,86540,46.8408988705,0.455456315657
AULNAY,17470,46.0203377417,-0.348095789107
JUTIGNY,77650,48.4940082553,3.22666999554
LES TROIS MOUTIERS,86120,47.0614723678,0.0102809057425
AYTRE,17440,46.134271716,-1.11454913295
LARCHANT,77760,48.2829275322,2.59886669587
USSEAU,86230,46.8867943192,0.494483523463
BALLANS,17160,45.8083081016,-0.225189641549
LESCHES,77450,48.9152646344,2.79280740269
VELLECHES,86230,46.9391643097,0.526863341682
BEAUGEAY,17620,45.8699571421,-1.00817611338
LISSY,77550,48.6181092789,2.70150853218
VILLIERS,86190,46.6701971212,0.17214970467
BENON,17170,46.1994730581,-0.797193296126
LIZY SUR OURCQ,77440,49.0352062852,3.01893213028
VOULON,86700,46.3650497334,0.24044017577
BIRON,17800,45.5688029671,-0.483837894622
LOGNES,77185,48.8332806021,2.63346363172
AUGNE,87120,45.7719200606,1.70058013967
LE BOIS PLAGE EN RE,17580,46.1825283655,-1.37625908104
LORREZ LE BOCAGE PREAUX,77710,48.2397310097,2.89648812918
BEAUMONT DU LAC,87120,45.7716133323,1.85480438671
BORDS,17430,45.8953761527,-0.785050392193
LOUAN VILLEGRUIS FONTAINE,77560,48.6145636708,3.48915109409
BLOND,87300,46.0535299547,1.01712916686
BOURGNEUF,17220,46.1681538525,-1.02181156322
LUMIGNY NESLES ORMEAUX,77540,48.719582466,2.95371291045
BREUILAUFA,87300,46.0427652258,1.10929278431
BOUTENAC TOUVENT,17120,45.4989856627,-0.760479056948
LUMIGNY NESLES ORMEAUX,77540,48.719582466,2.95371291045
LE BUIS,87140,46.0341686702,1.20438019379
BRAN,17210,45.3499135162,-0.261698224631
LUZANCY,77138,48.9776259019,3.18079774595
BUJALEUF,87460,45.792339121,1.6311809769
CHADENAC,17800,45.5445094942,-0.450256839324
MAISONCELLES EN GATINAIS,77570,48.1827929678,2.6212297089
BURGNAC,87800,45.7402548508,1.16724967571
CHAILLEVETTE,17890,45.7303444149,-1.06814190261
MARCHEMORET,77230,49.0528552524,2.75169281381
BUSSIERE GALANT,87230,45.6176010167,1.04599414637
CHAMPAGNE,17620,45.8298794044,-0.91672258016
LES MARETS,77560,48.6725110307,3.31659971579
CHAMPNETERY,87400,45.8270852921,1.57880125346
LE CHATEAU D OLERON,17480,45.8813853125,-1.2166234835
MARY SUR MARNE,77440,49.0154576269,3.0331378952
CHATEAU CHERVIX,87380,45.5905089648,1.35649971998
CHERMIGNAC,17460,45.6928090808,-0.677270965738
MEIGNEUX,77520,48.5137853479,3.09690502787
CIEUX,87520,45.9859461693,1.02906583716
LA CLOTTE,17360,45.1155746531,-0.143215362973
MERY SUR MARNE,77730,48.9758033075,3.20315053013
CONDAT SUR VIENNE,87920,45.7833260801,1.2400833862
COLOMBIERS,17460,45.6427817429,-0.555075273986
MITRY MORY,77290,48.9779450158,2.61244465751
LA CROISILLE SUR BRIANCE,87130,45.6190453687,1.60371585953
CRAMCHABAN,17170,46.2148052495,-0.718162593168
MOISSY CRAMAYEL,77550,48.6285851533,2.5960231045
DOURNAZAC,87230,45.629584088,0.918572363305
CRESSE,17160,45.916026224,-0.212186175866
MONDREVILLE,77570,48.1510497294,2.5976435537
FEYTIAT,87220,45.8054368217,1.32945260238
LA CROIX COMTESSE,17330,46.0824925841,-0.504784352089
MONTDAUPHIN,77320,48.8526076022,3.41948549224
FLAVIGNAC,87230,45.7128781715,1.0737357287
ECHILLAIS,17620,45.9024659097,-0.953390493199
MONTEREAU SUR LE JARD,77950,48.5963121616,2.67243506612
GAJOUBERT,87330,46.1097751696,0.844058767446
LES EDUTS,17510,45.9975741287,-0.206497538135
MONTIGNY SUR LOING,77690,48.3413324688,2.75094860085
GLANGES,87380,45.659742237,1.46090261076
EXPIREMONT,17130,45.3325890247,-0.374711458705
MORMANT,77720,48.5977701825,2.88204553613
JANAILHAC,87800,45.653878347,1.24126604964
FENIOUX,17350,45.891354381,-0.588645378204
MORTERY,77160,48.5914990543,3.24833157158
JAVERDAT,87520,45.9568008908,0.965240651874
FERRIERES,17170,46.2293761837,-0.854091719945
MOUROUX,77120,48.8270896205,3.0508921508
JOURGNAC,87800,45.7317643416,1.21288397777
FLEAC SUR SEUGNE,17800,45.5312541741,-0.525777430829
NANGIS,77370,48.554637282,3.00883892893
LAURIERE,87370,46.0760741278,1.50106082876
FONTCOUVERTE,17100,45.767715256,-0.590510817969
NANTEUIL SUR MARNE,77730,48.9805109737,3.22232839885
LIMOGES,87000,45.8542549589,1.2487579024
FONTENET,17400,45.9056728003,-0.463265177697
NANTOUILLET,77230,49.0009752296,2.70169532567
LINARDS,87130,45.7038935854,1.5375026125
FORGES,17290,46.1090753059,-0.892101839793
NONVILLE,77140,48.28866643,2.7739294965
VAL D ISSOIRE,87330,46.1111458501,0.914010969665
GEAY,17250,45.8619856256,-0.756393438538
NOYEN SUR SEINE,77114,48.4518691045,3.34226623535
NOUIC,87330,46.0620120225,0.915164140935
GERMIGNAC,17520,45.5608582363,-0.341121661221
OISSERY,77178,49.0705440359,2.8176701421
ORADOUR ST GENEST,87210,46.2424604535,1.01968874073
LA GREVE SUR MIGNON,17170,46.2475550874,-0.760121003243
ORMESSON,77167,48.243630146,2.65160228061
PEYRAT DE BELLAC,87300,46.1315030493,1.02033947545
LA GRIPPERIE ST SYMPHORIEN,17620,45.7918128326,-0.952372788645
PAROY,77520,48.4812861292,3.20164565449
PEYRAT LE CHATEAU,87470,45.8082560026,1.7824868831
JAZENNES,17260,45.5828838035,-0.615889273247
PECY,77970,48.6467079831,3.07507507912
ST PARDOUX LE LAC,87250,46.0716643434,1.19803600698
JUSSAS,17130,45.2770542322,-0.356321987805
LE PLESSIS L EVEQUE,77165,49.0072248611,2.79558517777
ST BONNET BRIANCE,87260,45.7152554102,1.48470710425
LOIRE SUR NIE,17470,45.9584075914,-0.289572002705
POINCY,77470,48.9734167231,2.92373383139
ST GERMAIN LES BELLES,87380,45.6049909453,1.48606057397
MARENNES HIERS BROUAGE,17320,45.8221269588,-1.10929995315
POMPONNE,77400,48.8867221487,2.67487662086
ST JULIEN LE PETIT,87460,45.8226789716,1.70562230623
MARENNES HIERS BROUAGE,17320,45.8221269588,-1.10929995315
PRINGY,77310,48.5176600254,2.55002787016
ST PRIEST TAURION,87480,45.8976553193,1.3966265023
MARSAIS,17700,46.1217050535,-0.619473280005
QUINCY VOISINS,77860,48.8993902334,2.87746538082
ST SORNIN LA MARCHE,87210,46.1904205516,0.992263313197
MASSAC,17490,45.8631244023,-0.217593308296
REBAIS,77510,48.8579690039,3.23286797694
ST SULPICE LES FEUILLES,87160,46.315956063,1.39206207611
LES MATHES,17570,45.7059879117,-1.17086670363
ROZAY EN BRIE,77540,48.6835473801,2.96386164436
ST VICTURNIEN,87420,45.8807233781,1.024946383
MEDIS,17600,45.64232723,-0.957332811747
RUBELLES,77950,48.5646424027,2.68024008996
ST VITTE SUR BRIANCE,87380,45.6250408506,1.53874001949
MERIGNAC,17210,45.329823943,-0.300959977347
ST AUGUSTIN,77515,48.789144962,3.02887733096
VAYRES,87600,45.7731821328,0.823738491047
MIGRE,17330,46.0822034021,-0.558494277058
ST BRICE,77160,48.5723421342,3.33441347649
VIDEIX,87600,45.7827606968,0.731901083599
MIGRON,17770,45.8057541534,-0.397192651315
ST FIACRE,77470,48.9247152564,2.95384065653
ALLARMONT,88110,48.4687180609,7.02039270494
MONTGUYON,17270,45.2102562362,-0.16987214667
ST JEAN LES DEUX JUMEAUX,77660,48.9387834694,3.02695540228
ARRENTES DE CORCIEUX,88430,48.1325805401,6.87565871681
MONTROY,17220,46.1551359156,-1.01723607292
ST JUST EN BRIE,77370,48.6110276431,3.12128070176
AUTIGNY LA TOUR,88300,48.4150811595,5.78035222598
MORTIERS,17500,45.3992961436,-0.322350930618
ST SIMEON,77169,48.8045983956,3.19433416433
AVILLERS,88500,48.3135159705,6.20579594744
NERE,17510,45.9770392382,-0.242404369884
SANCY,77580,48.8791674631,2.96108511605
LA VOGE LES BAINS,88240,47.9968747353,6.26194585854
NEUVICQ,17270,45.2543430051,-0.166383193961
SAVIGNY LE TEMPLE,77176,48.5884785769,2.57373861268
BAINVILLE AUX SAULES,88270,48.2073616447,6.13345381549
LES NOUILLERS,17380,45.9351578691,-0.656955735884
SERRIS,77700,48.844790279,2.78754866071
BELVAL,88210,48.4086416787,7.07490269655
ORIGNOLLES,17210,45.2210229962,-0.23417146354
SIGNY SIGNETS,77640,48.9173760452,3.06397097105
BERTRIMOUTIER,88520,48.2646393514,7.06227289704
PESSINES,17810,45.7245689026,-0.710843452649
SOUPPES SUR LOING,77460,48.186873445,2.74753245184
BETTEGNEY ST BRICE,88450,48.3034515964,6.31437877151
LE PIN,17210,45.3165769615,-0.293306922217
TOUQUIN,77131,48.7330599565,3.02878980311
BIECOURT,88170,48.3248866415,5.95360086649
ESSOUVERT,17400,45.9951682951,-0.52001872758
VANVILLE,77370,48.5547348508,3.11550566194
LA BRESSE,88250,48.0185002514,6.92615548288
PORT D ENVAUX,17350,45.818051845,-0.672067298755
VARREDDES,77910,49.0058198768,2.92807790082
BAN SUR MEURTHE CLEFCY,88230,48.1266851489,6.97520285406
POUILLAC,17210,45.2715894817,-0.258813906971
VENDREST,77440,49.0415084133,3.10843248735
COMBRIMONT,88490,48.2743557331,7.0756682175
PUY DU LAC,17380,45.9446549466,-0.753552985644
VERNOU LA CELLE SUR SEINE,77670,48.4062374172,2.85382135685
CORNIMONT,88310,47.9685491752,6.8653046202
REAUX SUR TREFLE,17500,45.4656327459,-0.380359644815
VIGNELY,77450,48.9326287098,2.81578532754
DAMAS AUX BOIS,88330,48.3846738845,6.41607186665
LA ROCHELLE,17000,46.1620643972,-1.17465702836
VILLEBEON,77710,48.2049138912,2.92837301126
DARNEY AUX CHENES,88170,48.283062153,5.81082852024
SABLONCEAUX,17600,45.7137265647,-0.895448885479
VILLEMARECHAL,77710,48.2716975707,2.86854814458
DENIPAIRE,88210,48.3398168543,6.96189290978
ST BONNET SUR GIRONDE,17150,45.3405019965,-0.644960130156
VILLENAUXE LA PETITE,77480,48.4004012721,3.31327470557
DERBAMONT,88270,48.26687317,6.27162606216
ST BRIS DES BOIS,17770,45.7690651719,-0.472533882609
VILLENEUVE ST DENIS,77174,48.8124542945,2.79328879273
DOCELLES,88460,48.1419104784,6.62527743986
ST DIZANT DU BOIS,17150,45.4008726045,-0.570073818509
VILLENEUVE SOUS DAMMARTIN,77230,49.0287050139,2.6367073967
DOMBASLE DEVANT DARNEY,88260,48.127049377,6.07713965721
ST EUGENE,17520,45.498090644,-0.274132847243
VILLE ST JACQUES,77130,48.3445385787,2.89832891808
DOMBASLE EN XAINTOIS,88500,48.3057351148,5.99353360159
ST GEORGES ANTIGNAC,17240,45.4918057493,-0.482750821829
VILLEVAUDE,77410,48.9117801079,2.66224807334
DOMBROT LE SEC,88140,48.1427266138,5.89822258779
ST GEORGES DES COTEAUX,17810,45.7703624625,-0.701151604065
VILLEVAUDE,77410,48.9117801079,2.66224807334
DOMBROT SUR VAIR,88170,48.2650411994,5.89084030317
ST GEORGES D OLERON,17190,45.9762465553,-1.32432969206
VILLIERS SUR SEINE,77114,48.4563743528,3.38301719826
DOMEVRE SUR AVIERE,88390,48.2221272112,6.38817916406
ST GEORGES D OLERON,17190,45.9762465553,-1.32432969206
VILLUIS,77480,48.4053424747,3.35903644752
DOMEVRE SOUS MONTFORT,88500,48.2560865469,6.0742479826
ST GEORGES D OLERON,17190,45.9762465553,-1.32432969206
VIMPELLES,77520,48.4430647512,3.16654310181
DOMFAING,88600,48.2408241172,6.75106532043
ST GEORGES D OLERON,17190,45.9762465553,-1.32432969206
ANDELU,78770,48.8882282833,1.81107773324
DOMPAIRE,88270,48.2260970826,6.20804680456
